Title,TOMATOMETER score,TOMATOMETER Count,AUDIENCE score,AUDIENCE count,Year,Cast 1,Cast 2,Cast 3,director_name,Runtime,Genre_Action,Genre_Art&Foreign,Genre_Classics,Genre_Comedy,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Kids&Family,Genre_Mystery,Genre_Romance,Genre_SciFi,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,cast1_oscar_nom,cast1_oscars,cast2_oscar_nom,cast2_oscars,cast3_oscar_nom,cast3_oscars,cast1_FB_likes,cast2_FB_likes,cast3_FB_likes,dir_oscar_nom,dir_oscars,director_awards,director_facebook_likes,cast_total_facebook_likes
The Whole Truth,80.0,30,72.0,2277,2016,Keanu Reeves,Rene Zellweger,Gugu Mbatha-Raw,Courtney Hunt,93,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,367.0,367.0,0.0,0.0,0.0,33.0,0.0
Denial,30.0,164,32.0,932,2016,Rachel Weisz,Tom Wilkinson,Timothy Spall,Mick Jackson,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,1.0,2.0,0.0,0.0,0.0,367.0,1000.0,367.0,0.0,0.0,0.0,81.0,0.0
The Birth of a Nation,82.0,262,71.0,9317,1915,Henry B. Walthall,Lillian Gish,Mae Marsh,D.W. Griffith,192,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,367.0,436.0,22.0,0.0,0.0,4.0,204.0,3525.0
The Free World,73.0,19,71.0,15960,2016,Boyd Holbrook,Elisabeth Moss,Octavia Spencer,Jason Lew,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.0,1.0,439.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Under The Shadow,91.0,88,74.0,287,2016,Narges Rashidi,Avin Manshadi,Bobby Naderi,Babak Anvari,84,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Zero Days,99.0,70,74.0,4759,2016,Gary D. Brown,Richard A. Clarke,Eric Chien,Alex Gibney,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,75.0,141.0,0.0
Claire in Motion,91.0,17,75.0,3219,2017,Betsy Brandt,Anna Margaret Hollyman,Zev Haworth,Annie J. Howell,80,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
"My Father, Die",59.0,14,30.0,160,2017,Joe Anderson (VI),Gary Stretch,Candace Smith,Sean Brenden Brosnan,90,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,404.0,367.0,0.0,0.0,0.0,232.0,0.0
I'm Not Ashamed,64.0,10,48.0,148,2016,Masey McLain,Sadie Robertson,Ben Davies,Brian Baugh,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,690.0,0.0,0.0,0.0,3.0,0.0
Long Way North (Tout en haut du monde),20.0,53,82.0,2606,2016,Christa Theret,Feodor Atkine,Thomas Sagols,Rmi Chay,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Yarn,100.0,9,86.0,594,2016,Barbara Kingsolver,Cirkus Cirkr,Olek,Una Lorenzen,76,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Attack of the Lederhosen Zombies,78.0,11,39.0,115,2017,Laurie Calvert,Gabriela Marcinkova,Margarethe Tiesel,Dominik Hartl,78,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Roger Corman's Death Race 2050,55.0,8,38.0,139,2016,Manu Bennett,Malcolm McDowell,Marci Miller,G.J. Echternkamp,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Come And Find Me,88.0,13,33.0,391,2016,Aaron Paul,Annabelle Wallis,Garret Dillahunt,Zack Whedon,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,421.0,367.0,0.0,0.0,0.0,232.0,0.0
What Alice Found,100.0,38,83.0,6,2003,Emily Grace,Judith Ivey,William Raymond,A. Dean Bell,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Dressmaker,91.0,133,49.0,154,2016,Kate Winslet,Liam Hemsworth,Hugo Weaving,Jocelyn Moorhouse,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,1.0,0.0,0.0,0.0,0.0,14000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Miss Peregrine's Home for Peculiar Children,56.0,245,66.0,9911,2016,Eva Green,Asa Butterfield,Chris O'Dowd,Tim Burton,127,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,367.0,367.0,0.0,0.0,85.0,13000.0,0.0
Ben-Hur,64.0,188,60.0,38815,1959,Charlton Heston,Jack Hawkins,Stephen Boyd,William Wyler,222,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,367.0,87.0,102.0,12.0,3.0,56.0,355.0,13379.0
Hillsong - Let Hope Rise,25.0,10,53.0,18984,2016,Hillsong United,Joel Houston,Brian Houston,Michael John Warren,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Disappointments Room,60.0,25,79.0,4412,2016,Kate Beckinsale,Mel Raido,Gerald McRaney,D.J. Caruso,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,523.0,0.0,0.0,0.0,154.0,0.0
Suicide Squad,0.0,370,17.0,3412,2016,Will Smith,Jared Leto,Margot Robbie,David Ayer,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,1.0,1.0,2.0,0.0,10000.0,367.0,367.0,0.0,0.0,5.0,452.0,11287.0
The Magnificent Seven,27.0,306,59.0,145509,2016,Denzel Washington,Chris Pratt,Ethan Hawke,Antoine Fuqua,132,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.0,2.0,0.0,0.0,2.0,0.0,18000.0,367.0,367.0,0.0,0.0,11.0,845.0,0.0
Snowden,64.0,255,72.0,49097,2016,Joseph Gordon-Levitt,Shailene Woodley,Zachary Quinto,Oliver Stone,134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,8000.0,367.0,3.0,2.0,95.0,0.0,0.0
When the Bough Breaks,60.0,23,70.0,28616,2016,Morris Chestnut,Regina Hall,Jaz Sinclair,Jon Cassar,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,807.0,367.0,0.0,0.0,0.0,78.0,0.0
Storks,13.0,136,45.0,6594,2016,Andy Samberg,Katie Crown,Kelsey Grammer,Nicholas Stoller,87,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,808.0,0.0,0.0,0.0,89.0,0.0
Sully,66.0,337,62.0,24823,2016,Tom Hanks,Aaron Eckhart,Valerie Mahaffey,Clint Eastwood,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.0,2.0,0.0,0.0,0.0,0.0,15000.0,367.0,367.0,4.0,2.0,255.0,16000.0,0.0
Hitchcock/Truffaut,85.0,117,84.0,48434,2015,Alfred Hitchcock,Franois Truffaut,David Fincher,Kent Jones,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Greater,96.0,15,76.0,6101,2016,Christopher Severio,Neal McDonough,Leslie Easterbrook,David Hunt,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,0.0,0.0
31,63.0,45,58.0,5352,2016,Sheri Moon Zombie,Malcolm McDowell,Meg Foster,Rob Zombie,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,355.0,0.0,0.0,12.0,0.0,0.0
Operation Avalanche,47.0,60,35.0,4503,2016,Matt Johnson,Owen Williams (XVIII),Andrew Appelle,Matt Johnson,93,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,367.0,367.0,0.0,0.0,0.0,8.0,0.0
American Honey,100.0,208,51.0,971,2016,Sasha Lane,Shia LaBeouf,Riley Keough,Andrea Arnold,162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,691.0,0.0,0.0,0.0,121.0,0.0
No Manches Frida,79.0,8,63.0,8444,2016,Omar Chaparro,Martha Higareda,Fernanda Castillo,Nacho G. Velilla,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,718.0,367.0,0.0,0.0,0.0,232.0,0.0
Kill Command,13.0,12,73.0,2734,2016,Thure Lindhardt,Vanessa Kirby,David Ajala,Steven Gomez,99,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
A Man Called Ove (En man som heter Ove),75.0,114,44.0,1660,2016,Rolf Lassgrd,Bahar Pars,Johan Widerberg,Hannes Holm,116,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
In a Valley of Violence,90.0,68,87.0,9756,2016,Ethan Hawke,John Travolta,Taissa Farmiga,Ti West,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,243.0,0.0
Coming Through The Rye,76.0,23,51.0,4056,2016,Alex Wolff,Stefania Owen,Chris Cooper,James Steven Sadwith,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Blair Witch,70.0,216,65.0,348,2016,James Allen McCune,Callie Hernandez,Brandon Scott,Adam Wingard,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Dog Eat Dog,37.0,70,31.0,12793,2016,Willem Dafoe,Nicolas Cage,Christopher Matthew Cook,Paul Schrader,95,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.0,2.0,1.0,0.0,0.0,367.0,12000.0,367.0,0.0,0.0,0.0,261.0,0.0
Morgan,50.0,151,18.0,711,2016,Kate Mara,Anya Taylor-Joy,Toby Jones,Luke Scott,92,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,2000.0,0.0,0.0,0.0,232.0,0.0
Shelley,38.0,11,30.0,6754,2016,Ellen Dorrit Petersen,Cosmina Stratan,Peter Christoffersen,Maren Louise Kehne,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Barry,100.0,46,38.0,389,2016,Devon Terrell,Anya Taylor-Joy,Ashley Judd,Vikram Gandhi,104,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Pet,80.0,18,52.0,863,2016,Dominic Monaghan,Ksenia Solo,Jennette McCurdy,Carles Torrens,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
It Had to Be You,56.0,5,32.0,1029,2016,Cristin Milioti,Dan Soder,Halley Feiffer,Sasha Gordon,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Phantasm,60.0,45,42.0,146,1979,A. Michael Baldwin,Reggie Bannister,Bill Thornbury,Don Coscarelli,88,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,174.0,367.0,367.0,0.0,0.0,19.0,152.0,0.0
The Secret Life of Pets,73.0,228,67.0,24605,2016,Louis C.K.,Kevin Hart,Eric Stonestreet,Yarrow Cheney,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,904.0,0.0,0.0,0.0,11.0,4782.0
Phantasm: Ravager,73.0,14,62.0,82421,2016,A. Michael Baldwin,Reggie Bannister,Dawn Cody,David Hartman,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Frontier,57.0,6,29.0,709,2016,Izabella Miko,Jamie Harris,Jim Beaver,Oren Shai,88,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Jason Bourne,50.0,317,50.0,71,2016,Matt Damon,Tommy Lee Jones,Alicia Vikander,Paul Greengrass,123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,4.0,1.0,1.0,1.0,13000.0,367.0,367.0,1.0,0.0,89.0,521.0,13752.0
Sugar Mountain,54.0,11,55.0,56807,2016,Drew Roy,Haley Webb,Shane Coffey,Richard Gray,106,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Hollars,36.0,90,35.0,244,2016,John Krasinski,Anna Kendrick,Richard Jenkins,John Krasinski,88,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,2.0,0.0,367.0,10000.0,367.0,0.0,0.0,0.0,232.0,0.0
For the Love of Spock,46.0,30,59.0,3812,2016,Leonard Nimoy,Zachary Quinto,William Shatner,Adam Nimoy,111,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
SiREN,100.0,20,82.0,1648,2016,Chase Williamson,Justin Welborn,Michael Aaron Milligan,Gregg Bishop,120,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,1000.0,0.0,0.0,0.0,232.0,0.0
The Great Gilly Hopkins,65.0,17,40.0,618,2016,Sophie Nlisse,Kathy Bates,Octavia Spencer,Stephen Herek,97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,4.0,1.0,3.0,1.0,367.0,367.0,367.0,0.0,0.0,9.0,65.0,0.0
808,65.0,6,62.0,19,2015,Damon Albarn,Arthur Baker,Afrika Bambaataa,Alex Dunn,94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Southside With You,100.0,159,61.0,95,2016,Tika Sumpter,Parker Sawyers,Vanessa Bell Calloway,Richard Tanne,84,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,304.0,367.0,0.0,0.0,0.0,232.0,0.0
Heart of a Dog,50.0,90,35.0,2320,2015,Laurie Anderson,Lou Reed,Jenni Muldaur,Laurie Anderson,75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Bridget Jones's Baby,96.0,207,64.0,2687,2016,Rene Zellweger,Colin Firth,Patrick Dempsey,Sharon Maguire,122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,2.0,1.0,0.0,0.0,367.0,14000.0,367.0,0.0,0.0,0.0,11.0,0.0
The Rocky Horror Picture Show: Let's Do the Time Warp Again,78.0,40,65.0,19952,2016,Laverne Cox,Victoria Justice,Ryan McCartan,Kenny Ortega,120,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,197.0,0.0
Author: The JT LeRoy Story,28.0,90,25.0,510,2016,Laura Albert,Bruce Benderson,Dennis Cooper,Jeff Feuerzeig,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Equity,78.0,97,62.0,471,2016,Anna Gunn,James Purefoy,Sarah Megan Thomas,Meera Menon,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Little Men,82.0,142,52.0,4797,2016,Theo Taplitz,Michael Barbieri (II),Paulina Garca,Ira Sachs,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,60.0,0.0
Kicks,96.0,38,63.0,7422,2016,Jahking Guillory,Christopher Jordan Wallace,Christopher Meyer,Justin Tipping,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,2.0,1279.0
Florence Foster Jenkins,87.0,224,73.0,1981,2016,Meryl Streep,Hugh Grant,Simon Helberg,Stephen Frears,110,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,21.0,3.0,0.0,0.0,0.0,0.0,11000.0,367.0,367.0,2.0,0.0,0.0,350.0,11534.0
Don't Think Twice,88.0,134,68.0,16859,2016,Keegan-Michael Key,Gillian Jacobs,Mike Birbiglia,Mike Birbiglia,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,415.0,837.0,128.0,0.0,0.0,0.0,232.0,0.0
Slash,98.0,24,69.0,19228,2016,Hannah Marks,Michael Johnston,Tishuan Scott,Clay Liford,100,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Harry Benson: Shoot First,92.0,27,57.0,571,2016,Harry Benson,Alec Baldwin,Donald Trump,Justin Bare,87,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,367.0,367.0,808.0,0.0,0.0,0.0,232.0,0.0
Let's Be Evil,85.0,13,46.0,195,2016,Elizabeth Morris,Isabelle Allen,Elliot James Langridge,Owen Martin,83,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Seasons in Quincy: Four Portraits of John Berger,15.0,23,15.0,221,2016,John Berger,Tilda Swinton,Colin MacCabe,Colin MacCabe,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
"Olympic Pride, American Prejudice",70.0,8,49.0,90,2016,Blair Underwood,Joanna Hayes,Isiah Thomas,Deborah Riley Draper,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,367.0,2.0,0.0,0.0,0.0,232.0,0.0
Ordinary World,100.0,17,47.0,63,2016,Billie Joe Armstrong,Selma Blair,Fred Armisen,Lee Kirk,87,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,424.0,0.0,0.0,0.0,232.0,0.0
"No Pay, Nudity",47.0,7,47.0,458,2016,Gabriel Byrne,Nathan Lane,Frances Conroy,Lee Wilkof,92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,886.0,827.0,0.0,0.0,0.0,232.0,0.0
Fort Tilden,94.0,33,84.0,181811,2015,Bridey Elliott,Clare McNulty,Griffin Newman,Charles Rogers,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The BFG,100.0,293,83.0,44,2016,Ruby Barnhill,Mark Rylance,Rebecca Hall,Steven Spielberg,115,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,367.0,535.0,367.0,7.0,2.0,325.0,14000.0,1950.0
Yoga Hosers,75.0,60,57.0,37961,2016,Lily-Rose Depp,Harley Quinn Smith,Johnny Depp,Kevin Smith,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.0,0.0,367.0,367.0,40000.0,0.0,0.0,0.0,0.0,46115.0
Mechanic: Resurrection,23.0,57,34.0,4600,2016,Jason Statham,Jessica Alba,Tommy Lee Jones,Dennis Gansel,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.0,1.0,26000.0,367.0,367.0,0.0,0.0,0.0,23.0,0.0
Don't Breathe,32.0,227,40.0,25603,2016,Jane Levy,Dylan Minnette,Daniel Zovatto,Fede Alvarez,88,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,1000.0,367.0,0.0,0.0,0.0,201.0,0.0
Kubo and the Two Strings,88.0,217,78.0,40457,2016,Art Parkinson,Charlize Theron,Ralph Fiennes,Travis Knight (II),101,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,3.0,1.0,2.0,0.0,367.0,9000.0,367.0,0.0,0.0,0.0,232.0,0.0
Pete's Dragon,97.0,238,86.0,35384,2016,Bryce Dallas Howard,Robert Redford,Oakes Fegley,David Lowery,90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,3000.0,0.0,367.0,0.0,0.0,0.0,38.0,3691.0
War Dogs,88.0,228,72.0,37134,2016,Jonah Hill,Miles Teller,Ana de Armas,Todd Phillips,114,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,1.0,0.0,0.0,480.0,0.0
Our Little Sister (Umimachi Diary),61.0,118,68.0,29123,2016,Haruka Ayase,Kaho,Masami Nagasawa,Hirokazu Koreeda,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,86.0,232.0,0.0
"Lo and Behold, Reveries of the Connected World",97.0,140,65.0,161,2016,Elon Musk,Lawrence Krauss,Kevin Mitnick,Werner Herzog,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,100.0,0.0,0.0
Absolutely Fabulous: The Movie,93.0,151,67.0,5966,2016,Jennifer Saunders,Kimberly Kardashian,Joanna Lumley,Mandie Fletcher,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,309.0,367.0,973.0,0.0,0.0,0.0,232.0,0.0
The Wild Life,58.0,58,41.0,7564,2016,Matthias Schweighfer,Kaya Yanar,Cindy aus Marzahn,Vincent Kesteloot,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Hands of Stone,17.0,106,28.0,2982,2016,Robert De Niro,Edgar Ramirez,Usher Raymond,Jonathan Jakubowicz,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,0.0,22000.0,367.0,569.0,0.0,0.0,0.0,23.0,27425.0
Hell or High Water,44.0,276,52.0,5265,2016,Dale Dickey,Chris Pine,Ben Foster,David Mackenzie,102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Divines,97.0,18,88.0,39883,2016,Oulaya Amamra,Dborah Lukumuena,Kvin Mischel,Romain Compingt,105,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Lazy Eye,83.0,12,73.0,671,2016,Lucas Near-Verbrugghe,Aaron Costa Ganis,Michaela Watkins,Tim Kirkman,87,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,216.0,0.0,0.0,0.0,232.0,0.0
Cardboard Boxer,67.0,8,41.0,134,2016,Thomas Haden Church,Terrence Howard,Boyd Holbrook,Knate Gwaltney,88,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,367.0,367.0,439.0,0.0,0.0,0.0,232.0,0.0
Good Kids,38.0,6,54.0,208,2016,Zoey Deutch,Nicholas Braun,Israel Broussard,Chris McCoy,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,852.0,591.0,367.0,0.0,0.0,0.0,232.0,0.0
